"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Continent,Region name,Focal Year: EA082 House construction: shape of roof,Code: EA082 House construction: shape of roof,Description: EA082 House construction: shape of roof,Comment: EA082 House construction: shape of roof,Subcase: EA082 House construction: shape of roof,References: EA082 House construction: shape of roof,Variable: Monthly Mean Precipitation (mm),Comment: Monthly Mean Precipitation (mm)
Ethnographic Atlas,Aztec,Nj2,xd1301,Aztec (Nj2),19.0,-99.0,19.0,-99.0,clas1250,Classical Nahuatl,nci,Uto-Aztecan,NORTHERN AMERICA,Mexico,1520,7,Flat or horizontal,,City & environs of Tenochtitlan,Holtker(1930); Murdock(1934e); Thompson(1933); Vaillant(1941); Seler-Sachs(1919); Soustelle(1961); Prescott(1922); Sahagun(1950-57); ,73.00533333,
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),63.0,-96.0,63.0,-96.0,cari1277,Caribou Eskimo,,Eskimo-Aleut,NORTHERN AMERICA,Subarctic America,1900,2,Dome shaped or hemispherical,,,Birket-Smith(1929); Rasmusen(1930); ,23.01183333,
Ethnographic Atlas,Lower Chinook,Nb19,xd1078,Chinook (Nb19),45.99,-123.77,46.0,-124.0,chin1286,Chinook,chh,Chinookan,NORTHERN AMERICA,Northwestern U.S.A.,1850,8,"Gabled, i.e., with two slopes",,,Ray(1938); Ray(1942); ,149.6721667,
Ethnographic Atlas,Jimma,Ca39,xd447,Jimma (Ca39),8.0,37.0,8.0,37.0,fuga1235,Fuga of Jimma,,Ta-Ne-Omotic,AFRICA,Northeast Tropical Africa,1930,4,Conical,,,Lewis(1965b); ,107.729,
Ethnographic Atlas,Chechen,Ci7,xd583,Chechen (Ci7),43.0,46.0,43.0,46.0,chec1245,Chechen,che,Nakh-Daghestanian,ASIA-TEMPERATE,Caucasus,1900,7,Flat or horizontal,,,Lotz(1956); Plaetschke(1929); ,40.15866667,
Ethnographic Atlas,Sia,Nh25,xd1276,Sia (Nh25),36.0,-107.0,36.0,-107.0,ziaa1251,Zia (United States),,Keresan,NORTHERN AMERICA,South-Central U.S.A.,1920,7,Flat or horizontal,,,White(1962); Stevenson(1894); Hawley et al.(1943); ,28.59883333,
Ethnographic Atlas,Twana,Nb2,xd1079,Twana (Nb2),48.0,-123.0,48.0,-123.0,twan1247,Twana,twa,Salishan,NORTHERN AMERICA,Northwestern U.S.A.,1850,8,"Gabled, i.e., with two slopes",,Twana Tribe,Elmendorf(1960); Eells(1877); ,187.869,
Ethnographic Atlas,Chácobo,Se11,xd1364,Chacobo (Se11),-12.0,-67.0,-12.0,-67.0,chac1251,Chácobo,cao,Pano-Tacanan,SOUTHERN AMERICA,Western South America,1960,8,"Gabled, i.e., with two slopes",,,Prost(1965); ,142.7718333,
Ethnographic Atlas,Tlingit,Nb22,xd1082,Tlingit (Nb22),58.12,-133.92,58.0,-134.0,tlin1245,Tlingit,tli,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Subarctic America,1880,8,"Gabled, i.e., with two slopes",,with special reference to the Chilkat,Jochelson(1926); Swanton(1908); Krause(1956); Oberg(1934); Durlach(1928); ,157.1333333,
Ethnographic Atlas,Chichimeca,Ni5,xd1290,Chichimec (Ni5),22.0,-100.0,22.0,-100.0,chic1272,Chichimeca-Jonaz,pei,Otomanguean,NORTHERN AMERICA,Mexico,1570,8,"Gabled, i.e., with two slopes",Not specifically attested for the 16th century but inferred as probable from subsequent ethnographic reports,,Driver and Driver(1963); ,32.02166667,
Ethnographic Atlas,Burmawa,Ah18,xd307,Borrom (Ah18),10.0,10.0,10.0,10.0,bogh1241,Boghom,bux,Afro-Asiatic,AFRICA,West Tropical Africa,1930,2,Dome shaped or hemispherical,,,Best(nd); ,83.16516667,
Ethnographic Atlas,Lese,Ai30,xd360,Lese (Ai30),2.0,29.0,2.0,29.0,lese1243,Lese,les,Central Sudanic,AFRICA,West-Central Tropical Africa,1920,4,Conical,,,Van Geluwe(1957); Czekanowski(1924a); ,119.6561667,
Ethnographic Atlas,Hamyan,Cd14,xd512,Hamyan (Cd14),35.0,2.0,35.0,2.0,oran1236,Oran,,Afro-Asiatic,AFRICA,Northern Africa,1870,1,Rounded or semi-cylindrical,,,Villot(1875); Bernard(1929); ,31.80166667,
Ethnographic Atlas,Muisca,Sf6,xd1379,Chibcha (Sf6),5.0,-72.0,5.0,-72.0,chib1270,Chibcha,chb,Chibchan,SOUTHERN AMERICA,Western South America,1540,8,"Gabled, i.e., with two slopes",,,Restrepo(1895); Ghisletti(1954); Kroeber(1946); ,235.8101667,
Ethnographic Atlas,Cariña,Sb4,xd1329,Carinya (Sb4),9.0,-64.0,9.0,-64.0,gali1262,Galibi Carib,car,Cariban,SOUTHERN AMERICA,Northern South America,1950,8,"Gabled, i.e., with two slopes",,with special reference to the Cachama group,Schwein(1963); Schwerin(1966); Schwerin(1967); Wilbert(1957a); ,74.90833333,
Ethnographic Atlas,Aleut,Na9,xd1067,Aleut (Na9),53.86,-166.79,54.0,-167.0,east2533,Eastern Aleut,,Eskimo-Aleut,NORTHERN AMERICA,Subarctic America,1830,5,Semi-hemispherical,,Unalaska Branch (Eastern Aleut),Bank(1953); Langsdorff(1817); Cook(1785); Coxe(1804); Golder(1922-25); Veniaminov(1840); Jochelson(1925); Lantis(1970); Elliott(1886); Sarychev(1806); Sauer(1802); ,71.07133333,"Note, estimate is from a point 17 km away (coordinates: 53.8,-167.02); data were not available at society's reported location"
Ethnographic Atlas,Ndau,Ab17,xd18,Ndau (Ab17),-20.0,34.0,-20.0,34.0,ndau1241,Ndau,ndc,Atlantic-Congo,AFRICA,South Tropical Africa,1920,4,Conical,,,Boas(1922); Herskovits(1923); Dos Santos(1901); ,94.5065,
Ethnographic Atlas,Daka,Ah29,xd319,Daka (Ah29),8.0,11.0,8.0,11.0,samb1311,Samba Daka,ccg,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,,Meek(1931d); ,109.1283333,
Ethnographic Atlas,Canela,Sj4,xd1412,Ramcocamecra (Sj4),-7.0,-45.0,-7.0,-45.0,cane1242,Canela,ram,Nuclear-Macro-Je,SOUTHERN AMERICA,Brazil,1930,9,"Hipped or pyramidal, i.e., with four slopes",,Ramcocamecra or Canella,Kissenberth(1912); Lowie(1946); Snethlage(1930); Crocker(1961); Nimuendaju(1946); Arnaud(1964); ,97.07566667,
Ethnographic Atlas,Tibetans,Ee4,xd656,Tibetans (Ee4),30.0,91.0,30.0,91.0,tibe1272,Tibetan,bod,Sino-Tibetan,ASIA-TEMPERATE,China,1920,7,Flat or horizontal,,with special reference to Central Tibet,Kawaguchi(1909); Benedict(1942); Ekvall(1961); Psybikov(1919); Carrasco(1959); Ma(1947); Waddell(1939); Ekvall(1964); Bell(1924); Bell(1928); Shen and Liu(1953); Das(1902); Cammann(1951); Rockhill(1895); MacDonald(1929); ,44.88783333,
Ethnographic Atlas,Beraber,Cd7,xd525,Beraber (Cd7),33.0,-7.0,33.0,-7.0,cent2194,Central Atlas Tamazight,tzm,Afro-Asiatic,AFRICA,Northern Africa,1910,1,Rounded or semi-cylindrical,,with special reference to the Zemmur tribe,Laoust(1915); Bourilly(1932); Michaux-Bellaire(1920); Querleux(1915); Piquet(1925); Celerier(1927); ,35.69316667,
Ethnographic Atlas,Piapoco,Sc17,xd1343,Piapoco (Sc17),6.0,-68.0,6.0,-68.0,piap1246,Piapoco,pio,Arawakan,SOUTHERN AMERICA,Western South America,1950,9,"Hipped or pyramidal, i.e., with four slopes",,,Wilbert(1963); ,180.7603333,
Ethnographic Atlas,Sanga,Ae43,xd164,Sanga (Ae43),2.0,16.0,2.0,16.0,bomw1238,Bomwali,bmw,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,,Burel(1910); Koch(1913); ,138.0526667,
Ethnographic Atlas,Yurok,Nb4,xd1101,Yurok (Nb4),41.0,-124.0,41.0,-124.0,yuro1248,Yurok,yur,Algic,NORTHERN AMERICA,Southwestern U.S.A.,1850,8,"Gabled, i.e., with two slopes",,,Heizer and Mills(1952); Kroeber(1960); Loeffelholz(1893); Erickson(1943); Waterman and Kroeber(1934); Kroeber(1925b); ,112.2033333,
Ethnographic Atlas,Bozo,Ag7,xd295,Bozo (Ag7),14.0,-5.0,14.0,-5.0,tiey1235,Tiéyaxo Bozo,boz,Mande,AFRICA,West Tropical Africa,1930,7,Flat or horizontal,,,Malzy(1946); Ortoli(1939); ,45.00683333,
Ethnographic Atlas,Lugbara,Ai32,xd362,Lugbara (Ai32),3.0,32.0,3.0,32.0,lugb1240,Lugbara,lgg,Central Sudanic,AFRICA,East Tropical Africa,1920,4,Conical,,,Middleton(1965); Middleton(1958); Middleton(1960); Baxter and Butt(1953); McConnell(1925); ,98.50066667,
Ethnographic Atlas,/Xam,Aa8,xd8,Xam (Aa8),-30.0,23.0,-30.0,23.0,xamm1241,Kham,xam,Tuu,AFRICA,Southern Africa,1850,5,Semi-hemispherical,,,Fritsch(1872); Barrow(1801-04); Bleek(1924); ,16.12866667,
Ethnographic Atlas,Karelians,ch19,xd556,Karelians (ch19),64.0,33.0,64.0,33.0,livv1243,Livvi,olo,Uralic,EUROPE,Eastern Europe,1874,8,"Gabled, i.e., with two slopes",,with special reference to the Livvikjoj group of the Olonetskij Uezd,Kozlova(1982); Majnov(1877); Lennrot(1985); Semenov(1900a); Zherbin(1983); Kiuru(1993b); Klement'ev(1983); Klement'ev(1998); Cheremin(1909); Surhasko(1977); Surhasko(1985); Mal'mi(1987); Maksimov(1997c); Taroeva(1965); Nikol'skaja(1976); Tolstov(1964); Efimenko(1877); Kochkurkina(1986); ,40.8445,
Ethnographic Atlas,Abarambo,Ai27,xd356,Abarambo (Ai27),4.0,27.0,4.0,27.0,bara1361,Barambu,brm,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1890,4,Conical,,,Nvs(1896); Czekanowski(1924a); ,134.034,
Ethnographic Atlas,Chamba,Ah28,xd318,Chamba (Ah28),8.0,11.0,8.0,11.0,samb1305,Samba Leko,ndi,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,with special reference to the Lekon subtribe,Meek(1931d); ,109.1283333,
Ethnographic Atlas,Boki,Af17,xd194,Boki (Af17),6.0,9.0,6.0,9.0,boky1238,Bokyi,bky,Atlantic-Congo,AFRICA,West Tropical Africa,1900,4,Conical,,,Talbot(1926); Mansfeld(1908); ,191.9998333,
Ethnographic Atlas,Hano,Nh2,xd1270,Hano (Nh2),36.0,-111.0,36.0,-111.0,hano1247,Hano (USA),,Kiowa-Tanoan,NORTHERN AMERICA,Southwestern U.S.A.,1950,7,Flat or horizontal,,,Dozier(1954); ,19.7755,
Ethnographic Atlas,Chachi,Sf3,xd1376,Cayapa (Sf3),1.0,-79.0,1.0,-79.0,chac1249,Chachi,cbi,Barbacoan,SOUTHERN AMERICA,Western South America,1910,9,"Hipped or pyramidal, i.e., with four slopes",,Rio Cayapas Basin,Heimann(1932); Altschuler(1965b); Altschuler(1971); Barrett(1925); Altschuler(1965a); Murra(1948); ,203.2081667,
Ethnographic Atlas,Kakoli,Ie11,xd787,Kakoli (Ie11),-6.0,144.0,-6.0,144.0,umbu1258,Umbu-Ungu,ubu,Nuclear Trans New Guinea,ASIA-TROPICAL,Papuasia,1950,1,Rounded or semi-cylindrical,,,Bowers(1964); ,298.583,
Ethnographic Atlas,Nuxalk,Nb9,xd1106,Bellacoola (Nb9),52.0,-127.0,52.0,-127.0,bell1243,Bella Coola,blc,Salishan,NORTHERN AMERICA,Western Canada,1880,8,"Gabled, i.e., with two slopes",,"Central group, lower B.C. River",Drucker(1950); Boas(1891); Smith(1925a); McIlwraith(1948); ,216.703,
Ethnographic Atlas,Yuchi,Ng11,xd1246,Yuchi (Ng11),35.0,-86.0,35.0,-86.0,yuch1247,Yuchi,yuc,Yuchi,NORTHERN AMERICA,Southeastern U.S.A.,1750,8,"Gabled, i.e., with two slopes",,,Swanton(1946); Speck(1909); Eggan(1937a); ,106.3493333,
Ethnographic Atlas,Yahgan,Sg1,xd1383,Yahgan (Sg1),-55.02,-68.98,-55.0,-69.0,yama1264,Yámana,yag,Yámana,SOUTHERN AMERICA,Southern South America,1870,2,Dome shaped or hemispherical,,Eastern and central,Cooper(1917); Cooper(1946a); Gusinde(1937); ,64.94283333,
Ethnographic Atlas,Zuni,Nh4,xd1280,Zuni (Nh4),35.0,-109.0,35.0,-109.0,zuni1245,Zuni,zun,Zuni,NORTHERN AMERICA,South-Central U.S.A.,1910,7,Flat or horizontal,,Pueblo,Cushing(1920); Benedict(1934a); Stevenson(1904); Stevenson(1909); Eggan(1950); Smith(1954b); Gifford(1940); Parsons(1919); Roberts(1956); Roberts(nd); Kroeber(1917b); Leighton and Adair(1966); Bunzel(1930); Bunzel(1932); ,17.92966667,
Ethnographic Atlas,Sherbro,Af14,xd191,Sherbro (Af14),7.52,-12.69,7.0,-13.0,sher1258,Sherbro,bun,Atlantic-Congo,AFRICA,West Tropical Africa,1930,4,Conical,,,Hall(1938); McCulloch(1950); Thomas(1916); ,292.2996667,
Ethnographic Atlas,Jicarilla,Nh16,xd1266,Jicarilla (Nh16),36.0,-104.0,36.0,-104.0,jica1244,Jicarilla Apache,apj,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,South-Central U.S.A.,1870,2,Dome shaped or hemispherical,,"Jicarilla Reservation, Dulce, New Mexico",Opler(1936d); Bellah(1952); Opler(1946); Gifford(1940); ,27.211,
Ethnographic Atlas,Chenchu,Eg1,xd672,Chenchu (Eg1),16.0,79.0,16.0,79.0,chen1255,Chenchu,cde,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1940,4,Conical,,with special reference to the forest group,Furer-Haimendorf(1943); ,55.029,
Ethnographic Atlas,Seneca,Ng10,xd1245,Iroquois (Ng10),43.0,-77.0,43.0,-77.0,sene1264,Seneca,see,Iroquoian,NORTHERN AMERICA,Northeastern U.S.A.,1750,1,Rounded or semi-cylindrical,,with special reference to the Seneca tribe,Morgan(1871); Morgan(1877); Morgan(1901); Goldenweiser(1912-13); Fenton(1940); Quain(1937); Noon(1949); Hunt(1940); ,64.5705,
Ethnographic Atlas,Karankawa,Ne16,xd1215,Karankawa (Ne16),29.0,-96.0,29.0,-96.0,kara1289,Karankawa,zkk,Karankawa,NORTHERN AMERICA,South-Central U.S.A.,1800,2,Dome shaped or hemispherical,,,Schaedel(1949); Gatschet(1891); ,77.53766667,
Ethnographic Atlas,Udihe,ec21,xd630,Udihe (ec21),47.0,136.0,47.0,136.0,udih1248,Udihe,ude,Tungusic,ASIA-TEMPERATE,Russian Far East,1890,8,"Gabled, i.e., with two slopes",,Hor River group,Arsen'ev(1926); Lar'kin(1958); Ivashchenko(1989); Levin and Potapov(1956a); Startsev(2000); Girfanova(2000); Kormushin(1998); ,63.88433333,
Ethnographic Atlas,Pumé,Sc2,xd1345,Yaruro (Sc2),7.0,-68.0,7.0,-68.0,pume1238,Pumé,yae,Pumé,SOUTHERN AMERICA,Northern South America,1950,2,Dome shaped or hemispherical,,,Leeds(nd); ,154.889,
Ethnographic Atlas,Chemehuevi,Nd54,xd1190,Chemehuevi (Nd54),35.0,-115.0,35.0,-115.0,chem1251,Chemehuevi,,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,9,"Hipped or pyramidal, i.e., with four slopes",,Colorado River Reservation,Kroeber(1925g); Drucker(1937); ,13.2155,
Ethnographic Atlas,Bata,Ah34,xd325,Bata (Ah34),10.0,13.0,10.0,13.0,bata1314,Bata,bta,Afro-Asiatic,AFRICA,West Tropical Africa,1920,4,Conical,,with special reference to the Malabu,Meek(1931d); ,71.49566667,
Ethnographic Atlas,Lillooet,Nd9,xd1207,Lillooet (Nd9),50.02,-124.78,50.0,-125.0,lill1248,Lillooet,lil,Salishan,NORTHERN AMERICA,Western Canada,1860,9,"Hipped or pyramidal, i.e., with four slopes",,,Hill-Tout(1905); Teit(1906b); Ray(1942); ,107.8888333,
Ethnographic Atlas,Yavapai,Nd66,xd1203,Yavapai (Nd66),35.0,-112.0,35.0,-112.0,yava1252,Yavapai,,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1870,2,Dome shaped or hemispherical,,with exdlusive reference to the Northeastern Yavapai,Gifford(1936); Drucker(1941); ,45.96316667,
Ethnographic Atlas,Carolinians,If15,xd830,Carolinians (If15),15.21,145.76,15.0,146.0,caro1242,Carolinian,cal,Austronesian,PACIFIC,Northwestern Pacific,1930,8,"Gabled, i.e., with two slopes",,,Spehr(1954); Joseph and Murray(1951); ,547.9481667,
Ethnographic Atlas,Tahitians,Ij8,xd897,Tahitians (Ij8),-17.71,-149.54,-18.0,-150.0,tahi1242,Tahitian,tah,Austronesian,PACIFIC,South-Central Pacific,1900,8,"Gabled, i.e., with two slopes",,,Henry(1928); Ellis(1905); Handy(1930); ,148.2691667,
Ethnographic Atlas,Caddo,Nf14,xd1234,Caddo (Nf14),33.0,-93.0,33.0,-93.0,cadd1256,Caddo,cad,Caddoan,NORTHERN AMERICA,Southeastern U.S.A.,NA,3,Beehive shaped with pointed peak,,,Swanton(1942b); Parsons(1941); ,104.5368333,
Ethnographic Atlas,Yurak-Samoyeds,Ec4,xd632,Yurak (Ec4),68.0,75.0,68.0,75.0,nene1249,Nenets,yrk,Uralic,ASIA-TEMPERATE,Siberia,1900,4,Conical,,Yurak Tribe,Rae(1875); Kopytoff(1955); Islavin(1847); Englehardt(1899); Hajdu(1963); Jackson(1895a); Jackson(1895b); Donner(1954); Castren(1853); ,33.02616667,
Ethnographic Atlas,Bhil,Ef5,xd667,Bhil (Ef5),22.0,74.0,22.0,74.0,bhil1251,Bhili,bhb,Indo-European,ASIA-TROPICAL,Indian Subcontinent,1900,8,"Gabled, i.e., with two slopes",,,Naik(1956); Koppers(1948); Bose and Ray(1953); Hendley(1875); ,71.28033333,
Ethnographic Atlas,Babylonians,Cj4,xd590,Babylonians (Cj4),32.0,45.0,32.0,45.0,jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr,Afro-Asiatic,ASIA-TEMPERATE,Western Asia,-2000,7,Flat or horizontal,,City and environs of Babylon,Gadd(1965); Contenau(1954); Thompson(1923); Delaporte(1925); Driver and Miles(1952-55); Saggs(1962); Saggs(1965); ,10.60983333,
Ethnographic Atlas,Timucua,Ng8,xd1257,Timucua (Ng8),27.0,-82.0,27.0,-82.0,timu1245,Timucua,tjm,Timucua,NORTHERN AMERICA,Southeastern U.S.A.,1560,4,Conical,,,Swanton(1942a); Brinton(1859); Ehrmann(1940); Swanton(1916); ,102.8046667,
Ethnographic Atlas,Sanema,Sd8,xd1360,Sanema (Sd8),4.0,-66.0,4.0,-66.0,sanu1240,Sanumá,xsu,Yanomam,SOUTHERN AMERICA,Northern South America,1950,9,"Hipped or pyramidal, i.e., with four slopes",,,Wilbert(1963); ,245.3733333,
Ethnographic Atlas,Yalunka,Ag54,xd293,Yalunka (Ag54),10.0,-12.0,10.0,-12.0,yalu1240,Yalunka,yal,Mande,AFRICA,West Tropical Africa,1910,5,Semi-hemispherical,,,Donald(1968a); Donald(1968b); McCulloch(1950); Thomas(1916); ,176.893,
Ethnographic Atlas,Nara,Ca32,xd440,Barea (Ca32),16.0,38.0,16.0,38.0,nara1262,Nara,nrb,Nara,AFRICA,Northeast Tropical Africa,1860,3,Beehive shaped with pointed peak,,,Tucci(1950); Pollera(1913); Munzinger(1864); Grottanelli and Massari(1943); ,27.66683333,
Ethnographic Atlas,Tsonga,Ab4,xd27,Thonga (Ab4),-24.0,32.0,-24.0,32.0,tson1249,Tsonga,tso,Atlantic-Congo,AFRICA,South Tropical Africa,1920,4,Conical,,,Junod(1927); ,43.9185,
Ethnographic Atlas,Ulch,ec18,xd626,Ulch (ec18),50.0,136.0,50.0,136.0,ulch1241,Ulch,ulc,Tungusic,ASIA-TEMPERATE,Russian Far East,1890,8,"Gabled, i.e., with two slopes",,Ulch people as a whole,Smoljak(1966); Levin and Potapov(1956c); Sunik(1985); Ivashchenko(1994); ,49.72666667,
Ethnographic Atlas,Bolewa,Cb7,xd484,Bolewa (Cb7),11.0,11.0,11.0,11.0,nucl1695,Nuclear Bole,bol,Afro-Asiatic,AFRICA,West Tropical Africa,1920,4,Conical,,,Meek(1931c); ,63.45533333,
Ethnographic Atlas,Toma,Af11,xd188,Toma (Af11),11.0,-9.0,11.0,-9.0,toma1245,Toma,tod,Mande,AFRICA,West Tropical Africa,1920,4,Conical,,,Rouet(1907); Schwab(1947); Gabory-Dubourdeau(1926); ,114.9565,
Ethnographic Atlas,Bulgarians,Ch5,xd569,Bulgarians (Ch5),43.0,24.0,43.0,24.0,bulg1262,Bulgarian,bul,Indo-European,EUROPE,Southeastern Europe,1940,9,"Hipped or pyramidal, i.e., with four slopes",,with special reference to the village of Dragelevtsy,Vatez(1904); Sanders(1949); ,42.77866667,
Ethnographic Atlas,Livs,ch24,xd562,Livs (ch24),57.0,23.0,57.0,23.0,livv1244,Liv,liv,Uralic,EUROPE,Eastern Europe,1847,8,"Gabled, i.e., with two slopes",,with special reference to the Northwest Courland,Sjogren(1849); Sjogren(1855); Hillner(1847); Koppen(1847); Beitipa(1995); Videman(1870); Tolstov(1964); Sjogren(1847); ,50.00083333,
Ethnographic Atlas,Bitterroot Salish,Nd12,xd1144,Flathead (Nd12),46.0,-113.0,46.0,-113.0,kali1309,Kalispel,,Salishan,NORTHERN AMERICA,Northwestern U.S.A.,1860,8,"Gabled, i.e., with two slopes",,,Turney-High(1937); Ray(1942); Teit(1930); ,24.45533333,
Ethnographic Atlas,Lozi,Ab3,xd26,Lozi (Ab3),-15.0,23.0,-15.0,23.0,lozi1239,Lozi,loz,Atlantic-Congo,AFRICA,South Tropical Africa,1890,4,Conical,,Ruling Luyana,Gluckman(1941); Gluckman(1950); Gluckman(1951); Gluckman(1972); Turner(1952); Holub(1895); Bertrand(1899); Mainga(1973); ,76.23383333,
Ethnographic Atlas,Dani,Ie38,xd816,Dani (Ie38),-4.0,139.0,-4.0,139.0,midg1235,Mid Grand Valley Dani,dnt,Nuclear Trans New Guinea,ASIA-TROPICAL,Papuasia,1960,2,Dome shaped or hemispherical,,with special reference to the Dugum group of the Grand Valley of the Balim River,Heider(1965); Heider(1967); ,284.3875,
Ethnographic Atlas,Taqagmiut,Na44,xd1061,Taqagmiut (Na44),62.0,-76.0,62.0,-76.0,queb1248,Quebec Eskimo,,Eskimo-Aleut,NORTHERN AMERICA,Eastern Canada,1910,2,Dome shaped or hemispherical,,,Graburn(1964); ,33.66683333,
Ethnographic Atlas,Poto,Ae29,xd148,Poto (Ae29),2.0,22.0,2.0,22.0,luse1252,Lusengo,lse,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1900,9,"Hipped or pyramidal, i.e., with four slopes",,,Hutereau(1910a); Lindemann(1906); ,140.8185,
Ethnographic Atlas,Lulua,Ae16,xd134,Lulua (Ae16),-6.0,23.0,-6.0,23.0,luba1249,Luba-Lulua,lua,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1910,8,"Gabled, i.e., with two slopes",,,Vervaecke(1910); Lietard(1929); Wissmann et al.(1888); ,125.1561667,
Ethnographic Atlas,Santa Ana,Nh12,xd1262,Santa Ana (Nh12),35.0,-107.0,35.0,-107.0,sant1426,Santa Ana,,Keresan,NORTHERN AMERICA,South-Central U.S.A.,1920,7,Flat or horizontal,,,White(1942); Gifford(1940); ,26.33133333,
Ethnographic Atlas,Umatilla,Nd19,xd1151,Umatilla (Nd19),46.0,-119.0,46.0,-119.0,umat1237,Umatilla,uma,Sahaptian,NORTHERN AMERICA,Northwestern U.S.A.,1860,8,"Gabled, i.e., with two slopes",,,Rigsby(1963); Ray(1939); Ray(1942); ,16.32533333,
Ethnographic Atlas,Luvale,Ac11,xd35,Luvale (Ac11),-12.0,22.0,-12.0,22.0,luva1239,Luvale,lue,Atlantic-Congo,AFRICA,South Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,White(1955); McCulloch(1951); ,94.18633333,
Ethnographic Atlas,Pedi,Ab15,xd16,Pedi (Ab15),-25.0,30.0,-25.0,30.0,tswe1238,Tswene,,Atlantic-Congo,AFRICA,Southern Africa,1860,4,Conical,,,Winter(1914); Pitje(1950); Harries(1939); Van Warmelo(1931); Duggan-Cronin(1931); Harris(1929); Franz(1931); ,70.9945,
Ethnographic Atlas,Ganda,Ad7,xd124,Ganda (Ad7),1.0,32.0,1.0,32.0,gand1255,Ganda,lug,Atlantic-Congo,AFRICA,East Tropical Africa,1880,3,Beehive shaped with pointed peak,,Kyaddondo district (V: Kampala),Southwold(1971); Perlman(1969); Semakula Kiwanuka(1972); Kagwa(1934); Roscoe(1911); Murdock(1934k); Lugira(1970); Rusch(1975); Malyseva(nd); Fallers(1960); Kottack(1972); Richards(1960a); Mair(1934); Richards(1966); Southwold(1965); ,102.6498333,
Ethnographic Atlas,Teton,Ne8,xd1227,Teton (Ne8),43.0,-103.0,43.0,-103.0,lako1247,Lakota,lkt,Siouan,NORTHERN AMERICA,North-Central U.S.A.,1870,4,Conical,,,MacGregor(1946); Niehardt(1951); Mirsky(1937); Mekeel(1936); Mckeel(1936); Goldfrank(1943); Hassrick(1944); Hassrick(1964); Ewers(1937); Erikson(1939); Dorsey(1894); Erikson(1950); Curtis(1908); Deloria(1932); ,33.69883333,
Ethnographic Atlas,Piegan,Ne18,xd1217,Piegan (Ne18),49.0,-115.0,49.0,-115.0,pieg1239,Piegan,,Algic,NORTHERN AMERICA,Western Canada,1850,4,Conical,,,Josselin de Jong(1912); Wissler(1912); Michelson(1916); Ewers(1955); ,51.35333333,
Ethnographic Atlas,Luiseño,Nc33,xd1133,Luiseno (Nc33),33.0,-117.0,33.0,-117.0,luis1253,Luiseno,lui,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1860,4,Conical,,,Sparkman(1908); Du Bois(1908); Strong(1929a); Malccot(1964); Gifford(1918c); Kroeber(1917a); Harrington(1934); White(1963); Drucker(1937); ,33.49383333,
Ethnographic Atlas,Luimbe,Ac28,xd53,Luimbe (Ac28),-12.0,18.0,-12.0,18.0,luim1238,Luimbi,lum,Atlantic-Congo,AFRICA,South Tropical Africa,1930,9,"Hipped or pyramidal, i.e., with four slopes",,,Baumann(1935); McCulloch(1951); ,105.8131667,
Ethnographic Atlas,Ashanti,Af3,xd208,Ashanti (Af3),7.0,-2.0,7.0,-2.0,asan1239,Asante,,Atlantic-Congo,AFRICA,West Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,Kumasi State,Wilks(1967); Wilks(1975); Manoukian(1950); Service(1963); Fortes(1949b); Fortes(1950); Fortes(1969); Rattray(1927); Rattray(1929); Busia(1954); Rattray(1916); Lystad(1958); Busia(1951); Rattray(1923); Fortes et al.(1947); ,105.8991667,
Ethnographic Atlas,Gbaya,Ai7,xd381,Baya (Ai7),6.0,16.0,6.0,16.0,nort2775,Northwest Gbaya,gya,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1910,4,Conical,,,Hartmann(1927); Tessmann(1934-37); Poupon(1915); Clozel(1896); ,115.3066667,
